lineID	SPEAKER		BADLY TRANSLATED	
				
12150	objRuby		it happened to me	
12151	objRuby		YOU MAY!	
12152	objRuby		if you're mad at me	
12154	objRuby		This is better	
				
12155	objBard		I thought he was dead.	
				
12156	objBard		Transport	
12157	objBard		This is a treasure.	
				
12158	objBard		Transport	
12159	objBard		YOU MAY!	
				
12160	objRupali		Many thanks to Ken and Yoshiri.	
12161	objRupali		Your true friend ...	
12162	objRupali		It keeps the knee smooth and warm.	
12163	objRupali		Age is left ...	
12164	objRupali		I love you	
12165	objRupali		I was young and my father ...	
12166	objRupali		I'm scared of Yoshiga, but I'm happy ...	
12167	objRupali		I cried, reunited with my family.	
12168	objRupali		The man is smart	
12169	objRupali		Because it is very difficult to stop the wars.	
12170	objRupali		Have you ended your partnership?	
12171	objRupali		You have to fight to the last.	
12172	objRupali		Yes Yes!	
12173	objRupali		Face-to-face	
12174	objRupali		laughs ...	
				
12175	objRyan		Baron	
12176	objRyan		I do not have time to talk to you	
12177	objRyan		I'm new to Delphi.	
12178	objRyan		Enabled ... displayed?	
12179	objRyan		You embrace your personality.	
12180	objRyan		what are you doing	
12181	objRyan		I opened my eyes and saw the joy in everyone.	
12182	objRyan		And with good reason	
				
12183	objRyan		Prose! Transport	
12184	objRyan		Guitar music is crazy. Transport	
12185	objRyan		Your plan changed my life.	
12186	objRyan		I think that's good.	
12187	objRyan		But calm down ...	
12188	objRyan		But it's not so important.	
12189	objRyan		You know, some people are not happy.	
12190	objRyan		I'm happy to kiss you now.	
12191	objRyan		I'm not cold	
12192	objRyan		The world is new to me.	
				
12193	objRyan		We will	
12194	objRyan		plum	
12195	objRyan		Bongo ...	
12196	objRyan		I want *	
12197	objRyan		I was angry	
12198	objRyan		WF:	
12199	objRyan		This word ...	
12200	objRyan		* go back now *	
12201	objRyan		Not bad	
12202	objRyan		Month...	
12203	objRyan		It is fire and sacrifice	
12204	objRyan		It is not good	
				
12205	objRyan		me and me	
12206	objRyan		Square! Transport	
12207	objRyan		Hi Transportation	
12208	objRyan		Very good! Transport	
				
12209	objSaher		heat dissipation	
12210	objSaher		it damages my skin	
12211	objSaher		Transport	
12212	objSaher		You can buy it anywhere.	
12213	objSaher		But they do not like the judge	
12214	objSaher		People treat travelers like patients.	
12215	objSaher		heavy (heavy, a little	
12216	objSaher		Action Action	
12217	objSaher		At least ...	
12218	objSaher		Now the monsters are attacking us. I do not think everything will be fine.	
12219	objSaher		I do not think Chandesh is a bad demon ...	
12220	objSaher		They are not alone.	
12221	objSaher		But all this is vanity.	
12222	objSaher		We should all avoid this.	
				
12223	objSaj		Quietly...	
12224	objSaj		Do you like cookies ...	
12225	objSaj		what should I do	
12226	objSaj		The science behind it is very important ...	
12229	objSaj		I love nature ...	
12230	objSaj		I use my chemical skills to create new products ...	
12233	objSaj		best filters	
12234	objSaj		In general ...	
12235	objSaj		buy me something	
12236	objBard		well	
12237	objBard		But not with money	
12238	objSaj		but ...	
				
12239	objSaj		Fried meat	
12240	objSaj		We have several ...	
12241	objBard		Have fun here!	
12242	objSaj		but ...	
12243	objSaj		I do not consider myself a good player ...	
12246	objSaj		Worth a visit…	
12247	objMiriam		Wallet, money:	
12248	objSaj		well ...	
12249	objSaj		Bospark?	
12250	objSaj		How much does it cost? Available ...	
12251	objBard		So here it is!	
12252	objBard		Not ours.	
12253	objSaj		but ...	
12254	objSaj		Next	
12255	objSaj		pride...	
12256	objBard		So here it is!	
12257	objBard		Can we recommend anything?	
12258	objSaj		Another part of this filter ...	
12259	objSaj		But the wine is very good.	
12260	objSaj		Use what Parkwood pays for ...	
12262	objMiriam		my mother!	
12263	objMiriam		it is worth it! Transport	
12264	objMiriam		A blend of polish and wine.	
12265	objMiriam		You're not very strong.	
12266	objMiriam		Congratulations to you and your partner!	
12267	objMiriam		tun gris!	
12268	objSaj		well	
12269	objMiriam		No problem {name}!	
12270	objSaj		You get a good drink ...	
12271	objSaj		Winemaking is a complex process.	
12272	objSaj		I know what my daughter is doing ...	
12273	objSaj		If so, I would like to know what you're doing ...	
12274	objSaj		No one likes to drink too much.	
12275	objSaj		This drink offers a special ...	
12276	objSaj		However, the government does not believe in magic.	
12277	objSaj		I use my chemistry knowledge ...	
12278	objSaj		I like a bright filter.	
12279	objSaj		In general ...	
12280	objSaj		Your friend is not magical ...	
12281	objSaj		Very difficult ...	
12282	objSaj		I saw a soldier at home ...	
12283	objSaj		Filters are as fun as I am ...	
12284	objSaj		I have ...	
12285	objSaj		I...	
				
12286	objVivian		Install transport	
12287	objSandra		Return!	
12289	objVivian		Whether we like Chandesha or not.	
12290	objSandra		OKAY!	
12291	objSandra		The devil is evil ...	
12292	objVivian		It is not easy for ordinary parents.	
12293	objVivian		But not for us. Transport	
12294	objSandra		It's really hard.	
12295	objVivian		There is a problem	
12296	objSandra		But soon ...	
12297	objSandra		They are not here.	
12298	objSandra		It sounds good!	
12299	objVivian		Maybe our work will continue.	
12300	objSandra		I think something strange happened.	
12301	objSandra		I can hear you from afar ...	
12302	objSandra		especially with your voice	
12303	objVivian		Very good!	
12304	objVivian		Ten times!	
12305	objVivian		Sing to your ribs and to your queens ...	
12306	objVivian		This is a popular recipe.	
12307	objSandra		Say it sounds good.	
12308	objSandra		true wisdom ...	
12309	objVivian		Yes Yes!	
12310	objVivian		I fly	
12311	objVivian		Kirk, you have a good voice.	
12312	objSandra		thank you	
12313	objSandra		this is a war	
12314	objSandra		So Chandesh does not need protection ...	
12315	objVivian		YOUNG! Title!	
12316	objVivian		It's about anger.	
12317	objSandra		I'm ready again ...	
12318	objVivian		Not yet.	
12319	objVivian		You can fight crime at home.	
12320	objVivian		But I can not do it for free	
12321	objSandra		of this	
				
12322	objSanta		Transport	
12323	objSanta		I thought ...	
12324	objSanta		years ago...	
12325	objSanta		Dreams come true ...	
12326	objSanta		Cancer	
12327	objSanta		Active, serious ...	
12328	objSanta		maybe the weather	
12329	objSanta		How much does it cost ...	
12330	objSanta		You can go there now.	
12331	objSanta		According to me	
12332	objSanta		I'm nervous but calm.	
12333	objSanta		Sorry, not my joke ...	
12334	objSanta		I'm glad someone told me.	
12335	objSanta		I need to reopen my business.	
				
12336	objSanta		well ...	
12337	objSanta		my industry is broken	
12339	objSanta		you want it!	
12340	objSanta		you can stay here	
12341	objSanta		We are part of a family.	
12342	objSanta		What is this man laughing at?	
12343	objBard		hluba ...	
12344	objBard		Rowe!	
12345	objSanta		Is the industry closed?	
12346	objBard		YOUNG!	
12347	objSanta		Transport	
12348	objSanta		How is this promoted?	
12349	objSanta		From the beginning of this partnership ...	
12350	objSanta		We work for everyone!	
12352	objSanta		Happy children are the best solution.	
12353	objSanta		The best game ever!	
12354	objSanta		Everyone laughs.	
12355	objSanta		This?	
12356	objSanta		The municipality disappears.	
12357	objSanta		YOUNG! Transport	
12358	npcs[whiner]		Happy boy happy ...	
12359	npcs[whiner]		Yes, your happiness is immeasurable.	
12360	npcs[balalaika]		The city's largest industry has been destroyed ...	
12361	npcs[whiner]		Beautiful, bright, fun ...	
12362	npcs[boxer]		Poor useless child.	
12363	npcs[boxer]		It's just a game.	
12364	npcs[strong]		But they ruin our lives.	
12365	npcs[strong]		You will be happy.	
12367	objBard		Come on!	
12368	objBard		Happy boy happy ...	
12369	objBard		Yes, your happiness is immeasurable.	
12370	objBard		Everything is factory ...	
12371	objBard		Beautiful, bright, fun ...	
12372	objBard		Poor useless child.	
12373	objBard		It's just a game.	
12374	objBard		But this is the end of all life.	
12375	objBard		You will be happy.	
12376	objSanta		Transport	
12378	objSanta		Transport	
12379	objSanta		Nor am I.	
12380	objBard		Description...	
12381	objSanta		the factory is closed	
12382	objBard		Mountain?	
12383	objSanta		Everyone wants to be happy.	
12384	objSanta		happy answers ...	
12385	objSanta		But I do not know ...	
12386	objSanta		How SEO changed the world ...	
12387	objSanta		only ...	
12388	objSanta		But who?	
12389	objSanta		While driving the system	
12390	objSanta		This time you should see ...	
12391	objBard		Transport	
12393	objSanta		Well ...	
12394	objSanta		the girl on the cake	
12395	objSanta		I have a lot to think about ...	
				
12541	objSavita		Too bad the region	
12542	objSavita		Next summer ...	
12543	objSavita		I live here now ...	
12544	objSavita		Very good ...	
12545	objSavita		World Health Organization ...	
12546	objSavita		I can not see magic	
12547	objSavita		you can make mistakes	
12548	objBard		I'm not a witch.	
12549	objBard		my friend Maria	
12550	objSavita		False	
12551	objBard		I get annoyed when I call.	
12552	objSavita		hexagon:	
12553	objBard		Mary is always angry.	
12554	objBard		But she is so beautiful!	
12555	objBard		Look at the grade.	
12556	objSavita		YOUNG! Are you always angry and fighting with the soldiers?	
12557	objSavita		Not all magical elephants think about this ...	
12558	objBard		Stop, I do not think so.	
12559	objSavita		Okay	
				
12560	objSayali		plum	
12561	objSayali		Sorry, I do not know ...	
12562	objSayali		Change location ...	
12563	objSayali		here and there	
12564	objSayali		From my wardrobe to my library	
12565	objSayali		light and dark	
12566	objSayali		Love ...	
12567	objSayali		There is no time ...	
12568	objSayali		I forgot ...	
12569	objSayali		What is her name ...	
12570	objSayali		as ordinary people ...	
12571	objSayali		To learn all kinds of magic ...	
12572	objSayali		separately.	
12573	objSayali		Also, ...	
12574	objSayali		But now I'm scared ...	
12575	objSayali		they do not care...	
12576	objSayali		the performance is not good ...	
12577	objSayali		I really like the university.	
12578	objSayali		have always wanted to study here ...	
12579	objSayali		funds ...	
12580	objSayali		I'm here now	
12581	objSayali		I want to change one thing again ...	
12582	objSayali		I found something ...	
12583	objSayali		Easy to say.	
12584	objSayali		disappointed	
				
12585	objSeal		{color red}0	
				
12586	objBard		It is now closed!	
12587	objSecretboatroom		Hug you! Transport	
12588	objSecretboatroom		This place is important.	
12589	objSecretboatroom		Ilimradi VI-UL-PI !!! in this chapter	
12590	objSecretboatroom		Get it now!	
12591	objSecretboatroom		Think carefully before you go home.	
12592	objBard		(I laugh ...)	
				
12593	objMiriam		plum	
12594	objMiriam		great happiness	
12595	objMiriam		I came quickly.	
12596	objMiriam		come back ...	
				
12597	objMiriam		Quietly...	
12598	objMiriam		... See!	
12599	objBard		bongo	
12600	objMiriam		So here it is! Transport	
12601	objMiriam		Wrong - wrong - fantastic.	
12602	objBard		YOUNG! Transport	
12603	objMiriam		what should we do? Transport	
12604	objMiriam		I am lost ...	
12605	objMiriam		But I would be angry ...	
12606	objMiriam		Hi, how beautiful you are!	
12607	objMiriam		Hokkaido!	
12608	objMiriam		you want to sing	
12609	objMiriam		Transport	
12610	objMiriam		Management:	
12611	objMiriam		sing	
12612	objMiriam		Transport	
12613	objMiriam		well	
12614	objMiriam		I do not know what to say.	
12615	objMiriam		The music is beautiful.	
12616	objMiriam		Transport	
12617	objBard		Transport	
12618	objBard		I hate you.	
12619	objMiriam		(As I said ...)	
12620	objBard		she is a woman	
12621	objBard		But I do not think it's bad.	
12622	objMiriam		Yes a little	
12623	objMiriam		What happened ...?	
12624	objMiriam		plum	
12625	objMiriam		it must be done	
12626	objBard		I want to sing!	
12627	objMiriam		Description...	
12628	objBard		Separately! Is it wrong?	
12629	objBard		You must find the king of the wild beasts.	
12630	objBard		Then you should try ...	
12631	objMiriam		You know ...	
12632	objMiriam		Actually	
12633	objMiriam		In the morning	
				
12634	objBard		... Whose ...;	
				
12635	objShiro		Chandra is hot.	
12636	objShiro		Men think I want to get married.	
12637	objShiro		And all the panels teach you.	
12638	objShiro		Do not believe it.	
12639	objShiro		Her hair is beautiful.	
12640	objShiro		But after the death of her husband Chandesh, she found everything.	
12641	objShiro		Use your magic! Transport	
12642	objShiro		That is it!	
12643	objShiro		Make him look like an old dog.	
12644	objShiro		You ask me, but the war has been going on for years ...	
12645	objShiro		I'm going to get rid of this witch now!	
12646	objShiro		vegetable oils	
12647	objShiro		But someone will catch me.	
				
12648	m1		{size 1.5}{background #180431}{color #FFC86B}(Well ...)	
12649	m1		Take another brush with you.	
12650	m1		(Page ...)	
				
12651	objBard		Do you want to help change the system?	
12652	objSiobhan		What are you doing?	
12653	objSiobhan		But as you can see, I have an address ...	
12654	objSiobhan		How can I kill this dream?	
12655	objSiobhan		It's easy to write!	
12656	objBard		Transport	
12657	objSiobhan		Therefore, the house is closed.	
12658	objSiobhan		But this book is open.	
12659	objSiobhan		think it's better than getting back to a bad situation.	
12660	objSiobhan		Dan Rose!	
12661	objSiobhan		Sunday!	
12662	objSiobhan		Smile, the picture is beautiful	
12663	objBeth		Actually	
12664	objSiobhan		Hi!	
12665	objSiobhan		I do not want this snack ... Coffee.	
12666	objBeth		Woman	
12667	objBeth		What is your email adress?	
12668	objSiobhan		Taste of India! bro I do my job	
12669	objBeth		Transport	
12670	objBeth		You think...	
12671	objSiobhan		So here it is! See you Snow White!	
12672	objSiobhan		It's very cold outside	
12673	objSiobhan		I am responsible for everyone who receives my email.	
12674	objSiobhan		Rain, sun, snow!	
12675	objSiobhan		No message.	
12676	objSiobhan		because there is no snow	
12677	objSiobhan		(click)	
12678	objSiobhan		You are all wonderful.	
12679	objSiobhan		Transport	
12680	objSiobhan		Manager ...	
12681	objSiobhan		Looks like we crossed the line.	
12682	objSiobhan		Cooling from the factory!	
12683	objSiobhan		Dark clouds cover the sun ...	
12684	objSiobhan		No problem!	
12685	objSiobhan		Sardu Kashi. Is she not happy?	
12686	objSiobhan		... but?	
12687	objSiobhan		And if I break the agreement, will I be punished?	
12688	objSiobhan		I did not succeed ...	
				
12689	objSophie		Rescuers are the poorest and poorest people in the world.	
12690	objSophie		If you ask me	
12691	objSophie		I'm not proud	
12692	objSophie		The hair color is different ...	
12693	objSophie		The red pig ... Some people.	
12694	objSophie		I have always loved hair extensions for men	
12695	objSophie		I think my hair is clean.	
12696	objSophie		I do not know the cause of the war	
12697	objSophie		we're talking about you	
12698	objSophie		I think you are right	
12699	objSophie		I do not know	
12700	objSophie		I take off from here when I grow up.	
12701	objSophie		He did not want to go to university.	
12702	objSophie		I'm going to the beach	
12703	objSophie		If not, I'm with you.	
12704	objSophie		Starting a new life in a new place ...	
12705	objSophie		I'm happy ...	
				
12706	objAngel		{angel}Help me!	
12707	objAngel		Kong B! Transport	
12708	objMiriam		{}you've done enough	
12709	objAngel		{angel}and you got it	
12710	objAngel		as an old friendship	
12711	objBard		{}Learn more about the character.	
12712	objMiriam		Who hates you?	
12713	objAngel		{angel}Leylava ... I do not trust people.	
12714	objAngel		They are all my children.	
12715	objAngel		I do not choose what I like	
12716	objMiriam		{}Transport	
12717	objMiriam		It is not necessary ...	
12718	objBard		{}what happened	
12719	objAngel		{angel}That is it!	
12720	objAngel		Between Audrey and the other monsters	
12721	objAngel		bold	
12722	objAngel		Congratulations:	
12723	objAngel		Well!	
12724	objAngel		Hold it ... It looks like a boat. Summary! thanks for the transport	
12725	objMiriam		{}Transport	
12726	objBard		{}Transport	
12727	objAngel		{angel}{size .9}in America	
12728	objAngel		love the city	
12729	objAngel		I will say now	
12730	objMiriam		{}GREA:	
12731	objMiriam		{}Alina ...	
12733	objAngel		{angel}Either way, you can spend a lot of time.	
12734	objBard		{}I do not want to know ...	
12735	objMiriam		boy!	
12736	objAngel		{angel}Transport	
12737	objAngel		Not bad!	
12738	objAngel		if you do not know them	
12739	objAngel		But other than that	
12740	objAngel		I'm human	
12741	objAngel		I will wait for you	
12742	objAngel		Give it a try!	
12743	objAngel		National history!	
12744	objAngel		0	
				
12745	objAngel		{angel}I fly	
12746	objBard		{}Follow me everywhere!	
12747	objAngel		{angel}Now	
12748	objAngel		I have a job to do	
12749	objAngel		Can't you hear? Transport	
12750	objBard		{}what are you doing	
12751	objAngel		{angel}You're right!	
12752	objAngel		This is football.	
12753	objAngel		help them	
12754	objBard		{}I agree	
12755	objSpirit1goddess		{angel}you know what you want to do	
12756	objBard		I do not know.	
12757	objBard		I have an idea.	
12758	objAngel		{angel}plum	
12759	objAngel		Did you know that you can now talk to a ghost?	
12760	objBard		{}Transport	
12761	objBard		Yes Yes	
12762	objAngel		{angel}We will	
12763	objAngel		{angel}what are you doing	
12764	objAngel		0	
				
12765	objBard		{}I can no longer wait. Transport	
12766	objAngel		{angel}I love my husband	
12770	objBard		{}I want to go ...	
12771	objAngel		{angel}{speed 1.5}Come on!	
12772	objAngel		plum	
12773	objAngel		How?	
12774	objAngel		Power	
12775	objAngel		emphasize	
12776	objAngel		{speed 1}I trust your plane.	
12777	objAngel		UNGU	
12778	objAngel		But now you have a plan	
12779	objAngel		Before anything else	
12780	objAngel		thought I would sing the national anthem.	
12781	objBard		{}But when?	
12782	objBard		If the topic does not help ...	
12783	objAngel		{angel}repeatedly	
12784	objAngel		Everyone has their own place	
12786	objAngel		But the decline	
12787	objAngel		to harm a person	
12788	objAngel		and other.	
12789	objBard		{}Transport	
12790	objBard		Oh	
12791	objAngel		{angel}{speed .2}thank you	
12793	objAngel		{speed 1}I understand	
12794	objAngel		First, do it yourself at home.	
12795	objAngel		That's what he wants	
12796	objAngel		or	
12797	objAngel		I fly	
				
12798	objAngel		{angel}0	
12799	objAngel		{}{angel}Welcome to the world!	
12800	objAngel		I arrived in the morning ...	
12801	objAngel		I know you're special	
12802	objBard		{}you want it! Transport	
12804	objBard		What are you doing here?	
12805	objAngel		{}{angel}information exchange	
12806	objAngel		I am lying down	
12807	objAngel		The foot believes in unconditional love for all living beings.	
12808	objAngel		Indeed	
12809	objBard		{}Bongo ...	
12810	objBard		Tobacco;	
12811	objAngel		{angel}Oh	
12812	objAngel		translated	
12813	objAngel		Prevention	
12814	objBard		{}Something new.	
12815	objAngel		{angel} ... Of course	
12816	objBard		{}How can it be prevented?	
12817	objAngel		{angel} they were here	
12818	objBard		{}How can we change the destructive forces of the world? Transport	
12819	objAngel		{angel}The only thing that stops you ...	
12820	objAngel		sing the national anthem	
12821	objBard		{}The key? Transport	
12822	objBard		Ahal Banu!	
12823	objBard		How to use	
12824	objAngel		{angel}Here it is	
12825	objAngel		It is not easy	
12826	objAngel		No venue	
12827	objAngel		It makes us reconciled with this world.	
12828	objAngel		ion negative	
12829	objBard		{}So how do I know?	
12834	objAngel		{angel}Talk to the host here ...	
12835	objAngel		A pedestrian in a bakkie	
12836	objAngel		do not leave	
12837	objBard		{}Hi!	
12838	objAngel		{angel}thank you	
12839	objAngel		this is a happy bird	
12840	objAngel		0	
				
12841	objAngel		{angel}0	
				
12842	objSteve		C *	
12843	objSteve		I'm here for what you want	
12844	objSteve		Everyone is proud of this hero.	
12845	objSteve		I do not know	
12846	objSteve		When a person is forgiven ...	
12847	objSteve		Fish, right?	
12848	objSteve		It is not good. He's a big liar.	
12849	objSteve		Add, St.	
12850	objSteve		If he had been a real warrior, the stupid war would be over.	
12851	objSteve		It is always fun...	
12852	objSteve		and other.	
12853	objSteve		Who has the time?	
12854	objSteve		buy my place	
				
12855	objStray		{color red}0	
12856	objStray		{color red}0	
				
12857	objBard		{}{font 2}Transport	
12858	objBard		Do not want to leave the industry?	
12859	objStray		{color red}0	
				
12860	objBard		Do you want to destroy plants?	
12861	objStrongman		Come on, you need my body!	
12862	objStrongman		No problem!	
12863	objStrongman		you came to work ...	
12864	objStrongman		One day I became a baron. Transport	
12865	objStrongman		So here it is! The shiny muscles work all day ...	
12866	objStrongman		A quick solution! Transport	
12867	objStrongman		I'm trying to encourage this person.	
12868	objStrongman		Buy a small toy.	
12869	objStrongman		But so lol	
12870	objStrongman		The presidents beat him.	
12871	objStrongman		Noise in your house ...	
12872	objStrongman		thank you	
12873	objStrongman		It hurts; pain ...	
12874	objStrongman		thank you	
12875	objStrongman		Delicious food will add color to your day.	
12876	objStrongman		a certain beauty	
12877	objStrongman		The site will be ready tomorrow.	
12878	objStrongman		Yes Yes!	
12879	objStrongman		Transport	
12880	objStrongman		I work in the studio every day ...	
12881	objStrongman		Sometimes I feel tired	
12882	objStrongman		thank you	
12883	objStrongman		Be careful when closing your store.	
12884	objStrongman		It looks like a new company is on the way.	
12885	objStrongman		What if black people built big factories?	
12886	objStrongman		I will return later.	
12887	objStrongman		Yes Yes! Live GIF! Transport	
12888	objStrongman		only for historical reasons	
12889	objStrongman		They said the clerk did not build the factory with his own hands.	
12890	objStrongman		I'm talking about his power ... yes. Are you single?	
12891	objStrongman		Health is not just about muscles.	
				
12892	objSue		I do not want to be alone	
12893	objSue		Why is someone touching me?	
12894	objSue		I work hard at the computer.	
12895	objSue		various	
12896	objSue		E.g ...	
12897	objSue		If you use 20 threads at a time	
12898	objSue		What is this.	
12899	objSue		Follow me; Look at me; Subscribe to me	
12900	objBard		Oh	
12901	objBard		Room...	
12902	objBard		Actually	
12903	objSue		plum	
12904	objSue		So here it is! Great power	
12905	objBard		It is enough!	
12906	objBard		what 27	
12907	objBard		I know you well	
12908	objSue		Number.	
				
12909	objSue		I will choose one of your suggestions.	
12910	objSue		But when did this happen?	
12911	objSue		I met the elders in turns	
12912	objSue		Then ...	
12913	objSue		Hmm ... Would you like to see it again?	
12914	objSue		I can not tell you how I feel.	
12915	objSue		I love writing songs about you.	
12916	objSue		I was so scared I could not sing.	
12917	objSue		But he whispers.	
12918	objSue		{wiggle}{size .65}{color #888888}Beautiful blonde ...	
12919	objSue		Your body is blue and your heart is red.	
12920	objSue		When you come to me, I will sing for you	
12921	objSue		{wiggle}{size .65}{color #888888}Beautiful blonde ...	
12922	objSue		Your body is blue and your heart is red.	
12923	objSue		I want to see ...	
				
12924	objSue		- Understands music well.	
12925	objSue		He took a very handsome man	
12926	objSue		I love this man	
12927	objSue		Do you want to talk?	
12928	objSue		And we ...	
12929	objSue		I do not know.	
12930	objSue		Transport	
12931	objSue		...	
12932	objSue		I can not. Transport	
12933	objSue		Lots of music covers.	
12934	objSue		Good to see you...	
12935	objSue		But I wrote this song because I love it.	
12936	objSue		I'm touching you because you love me ...	
12937	objFrederick		Accent! GAPHO!	
12938	objSue		Transport	
12939	objFrederick		Transport	
12940	objSue		ok i love you	
12941	objSue		I can not tell you why	
12942	objFrederick		This is my favorite.	
12943	objFrederick		It's easy to say you do not like it, but ...	
12944	objSue		It did not work.	
12945	objSue		Or crazy.	
12946	objFrederick		Do it all.	
12947	objFrederick		Not surprisingly, no one has announced the final results in this category.	
12948	objFrederick		He did not want to come!	
12949	objSue		Installation	
12950	objSue		Good luck to Federico.	
12951	objSue		Good to see you...	
12952	objSue		I do not want to be alone	
12953	objSue		But the relationship ended ...	
12954	objSue		are you a central bus	
12955	objSue		That's not your opinion.	
12956	objSue		But it's okay.	
12957	objSue		Frederik is right.	
12958	objSue		So I got what I was looking for.	
				
12959	objSue		Oh	
12960	objSue		Yes, a song	
12961	objSue		Not Wayne	
12962	objSue		If so, I do not know what to say ...	
				
12963	objSunfairy		C *	
12964	objSunfairy		what are you doing	
12965	objSunfairy		I thank the moon in the spirit world.	
12966	objSunfairy		There is a lot of work.	
12967	objSunfairy		Manny cries over the death of his head.	
12968	objSunfairy		Look downstairs.	
12969	objSunfairy		Diving is really hard.	
12970	objSunfairy		According to me	
12971	objSunfairy		we all go home	
12972	objSunfairy		For example, the dream of a king is also a mystery.	
12973	objSunfairy		Page:	
12974	objSunfairy		Then he becomes a monster.	
12975	objSunfairy		World Health Organization ...	
12976	objSunfairy		does not end there	
				
12977	objVivian		I agree, can you avoid it?	
12978	objBard		You can sing ...	
12979	objVivian		{shake}{quake}{anim sprVivian_pose}Okay!{/shake} Transport	
12980	objVivian		We look forward to being a part of our business.	
12981	objVivian		Help us.	
12982	objBard		Most	
12983	objSandra		this is a road sign	
12984	objSandra		When you die, you exist.	
12985	objSandra		I do not know if he's alive	
12990	objVivian		So wait for the Christmas tree.	
12991	objVivian		If that does not help ...	
12992	objVivian		Follow the news, stay informed; Stay with us!	
				
12993	objSweep		These places are not visible.	
12994	objSweep		The language has changed dramatically. Listen!	
12995	objSweep		I'm glad I can breathe again.	
12996	objSweep		I can not wait either! today's agenda	
12997	objBeth		They are not injured	
12998	objSweep		Was there a weather forecast yesterday?	
12999	objBeth		Yes Yes	
13000	objBeth		They are not injured	
13001	objBeth		Do not use ...	
13002	objBeth		Direct ...	
13003	objBeth		Transport	
13004	objSweep		Transport	
13005	objSweep		The astronomer is so funny he does not know.	
13006	objSweep		What do you see?	
13007	objSweep		The witch is very happy.	
13008	objSweep		Honey ... see you soon!	
13009	objBeth		I'm hopeless	
13010	objBeth		Just try it	
13011	objBeth		make the weather	
13012	objSweep		You know ...	
13013	objSweep		Useful	
13014	objBeth		Hi!	
13015	objSweep		I agree	
13016	objSweep		Maybe you do not know?	
13017	objSweep		cold night	
13018	objSweep		Join us!	
13019	objSweep		When the tree grows like any other, then come here.	
13020	objSweep		Do you have a lot of friends?	
13021	objSweep		I agree	
13022	objSweep		Maybe you do not know?	
13023	objSweep		Love and find interesting things.	
13024	objSweep		The mine?	
13025	objSweep		I went to the toilet all night.	
13026	objSweep		You never know when you will come home ...	
13027	objSweep		Astronomers ...	
13028	objSweep		Does this person speak?	
13029	objSweep		View from a telescope or dining room.	
13030	objSweep		Help me! Sign in ...	
13031	objSweep		1/4 Construction of an old tomb.	
13032	objSweep		YOUNG! You know something is waiting for you	
13033	objSweep		you know the color	
13034	objSweep		Replace the system.	
13035	objSweep		The theme gets smart for each movement.	
13036	objSweep		I know UPS! well done	
13037	objSweep		I came back ...	
13038	objSweep		News ...	
13039	objSweep		Only bright night!	
13040	objSweep		Is there a special connection between the senses?	
13041	objSweep		Have you read the stars?	
13042	objSweep		Sleep between 6.00 and 17.00 every night ...	
13043	objSweep		Do not talk to her, I will catch her.	
13044	objSweep		you know the color	
13045	objSweep		Replace the system.	
13046	objSweep		The theme gets smart for each movement.	
13047	objSweep		kiss me when you find me	
13048	objSweep		was in Bataan all night from 18:00 to 17:00, I did not understand ...	
13049	objSweep		As an operator?	
				
13050	objSydney		No one leaves the house except you.	
13051	objSydney		I want to go straight to the beach	
13052	objSydney		But I'm young and no one cares about me.	
13053	objSydney		So I solved the problem.	
13054	objSydney		You will not see that in our city.	
13055	objSydney		Square! How	
13056	objSydney		Your family supports this person.	
13057	objSydney		Our house is very old.	
13058	objSydney		It was nice to sleep at home after being on the boat for a while.	
13059	objSydney		Sometimes it gets a little boring	
13060	objSydney		Is not that an easy way?	
13061	objSydney		I will be back one day	
				
13062	objTanya		First weekend!	
13063	objTanya		what are you doing	
13064	objBeth		Transport	
13065	objBeth		We will	
13066	objTanya		what are you doing	
13067	objBeth		Then the wall collapsed.	
13068	objTanya		As a result	
13069	objBard		Hug you! Transport	
13071	objBeth		A young man on the porch looks like he has a girlfriend.	
13072	objTanya		Hahaha! "TRUTH…	
13073	objBeth		At least.	
13074	objBeth		Departure: 21.00	
13075	objBeth		This woman is young, no one knows.	
13076	objTanya		I look forward to this day ...	
13078	objBeth		My father shines in the shadow of the purple city.	
13079	objTanya		But what? You will not be able to ...	
13080	objTanya		However, the pain did not save his life.	
13081	objBeth		I can only hear it	
13083	objBeth		However, astronomers are trying to do something about it.	
13084	objBeth		because I was waiting	
13085	objTanya		What do you think about women dating?	
13086	objBeth		by telephone.	
13087	objTanya		tli nA oéAnArh 1 nA óAit) Clause 1 NA:	
13088	objBeth		I can only hear it	
13090	objTanya		The Commission announces the formation of a new urban group ...	
13091	objTanya		Touching, unusual.	
13092	objBeth		Plants are constantly changing ...	
13094	objBeth		Eventually, the witch doctor tries to clear the grass.	
13095	objTanya		PREPARATION? And the pain is not easy.	
13096	objBeth		I can not believe it's over	
13097	objTanya		she is afraid	
13098	objTanya		What would be left without the plants?	
13099	objBeth		I do not know.	
13100	objBeth		But I can not wait any longer.	
13101	objTanya		industrial trade center	
13102	objTanya		bong:	
13103	objTanya		what are you doing	
13104	objBeth		you do not need	
13105	objBeth		Management:	
13106	objBeth		a lost plant	
13107	objTanya		They are both trying to cultivate a love for this baron.	
13108	objBeth		...	
13109	objTanya		what are you doing	
13110	objBeth		Is small	
